,Author,Text
485,c,"of them at first just nodded without looking up from what they were writing, and it was only when the cleaner still did not seem to want to leave that they looked up in irritation. “Well?”, asked Mr. Samsa. The charwoman stood in the doorway with a smile on her face as if she had some tremendous good news to report, but would only do it if she was clearly asked to. The almost vertical little ostrich feather on her hat, which had been a source of irritation to Mr. Samsa all the time she had been working for them,"
486,c,"as his mother was satisfied with this explanation and shuffled away. But this short conversation made the other members of the family aware that Gregor, against their expectations was still at home, and soon his father came knocking at one of the side doors, gently, but with his fist. “Gregor, Gregor”, he called, “what’s wrong?” And after a short while he called again with a warning deepness in his voice: “Gregor! Gregor!” At the other side door his sister came plaintively: “Gregor? Aren’t you well? Do you need anything?” Gregor answered to both sides: “I’m ready, now”, making an effort"
487,c,"any thought for the future. Gregor, though, did think about the future. The chief clerk had to be held back, calmed down, convinced and finally won over; the future of Gregor and his family depended on it! If only his sister were here! She was clever; she was already in tears while Gregor was still lying peacefully on his back. And the chief clerk was a lover of women, surely she could persuade him; she would close the front door in the entrance hall and talk him out of his shocked state. But his sister was not there, Gregor would"
488,c,"his mouth to play with it, leave it there a few hours and then, more often than not, spit it out again. At first he thought it was distress at the state of his room that stopped him eating, but he had soon got used to the changes made there. They had got into the habit of putting things into this room that they had no room for anywhere else, and there were now many such things as one of the rooms in the flat had been rented out to three gentlemen. These earnest gentlemen—all three of them had full"
489,c,"the harmful effects of what’s been going on without even knowing what caused them. Please, don’t go away, at least first say something to show that you grant that I’m at least partly right!” But the chief clerk had turned away as soon as Gregor had started to speak, and, with protruding lips, only stared back at him over his trembling shoulders as he left. He did not keep still for a moment while Gregor was speaking, but moved steadily towards the door without taking his eyes off him. He moved very gradually, as if there had been some secret"
490,c,"around it with some surprise. She immediately picked it up—using a rag, not her bare hands—and carried it out. Gregor was extremely curious as to what she would bring in its place, imagining the wildest possibilities, but he never could have guessed what his sister, in her goodness, actually did bring. In order to test his taste, she brought him a whole selection of things, all spread out on an old newspaper. There were old, half-rotten vegetables; bones from the evening meal, covered in white sauce that had gone hard; a few raisins and almonds; some cheese that Gregor had"
491,c,"monogram from, probably, some bank, and threw it in an arc right across the room onto the sofa, put his hands in his trouser pockets, pushing back the bottom of his long uniform coat, and, with look of determination, walked towards Gregor. He probably did not even know himself what he had in mind, but nonetheless lifted his feet unusually high. Gregor was amazed at the enormous size of the soles of his boots, but wasted no time with that—he knew full well, right from the first day of his new life, that his father thought it necessary to always"
492,c,"the effort to carry him where he wanted to go; and he was soon believing that all his sorrows would soon be finally at an end. He held back the urge to move but swayed from side to side as he crouched there on the floor. His mother was not far away in front of him and seemed, at first, quite engrossed in herself, but then she suddenly jumped up with her arms outstretched and her fingers spread shouting: “Help, for pity’s sake, Help!” The way she held her head suggested she wanted to see Gregor better, but the unthinking"
493,c,"in near perfect silence. It seemed remarkable to Gregor that above all the various noises of eating their chewing teeth could still be heard, as if they had wanted to show Gregor that you need teeth in order to eat and it was not possible to perform anything with jaws that are toothless however nice they might be. “I’d like to eat something”, said Gregor anxiously, “but not anything like they’re eating. They do feed themselves. And here I am, dying!” Throughout all this time, Gregor could not remember having heard the violin being played, but this evening it began"
494,c,"had become convinced that this job would provide for Gregor for his entire life, and besides, they had so much to worry about at present that they had lost sight of any thought for the future. Gregor, though, did think about the future. The chief clerk had to be held back, calmed down, convinced and finally won over; the future of Gregor and his family depended on it! If only his sister were here! She was clever; she was already in tears while Gregor was still lying peacefully on his back. And the chief clerk was a lover of women,"
495,c,"have been living here I will, of course, pay nothing at all, on the contrary I will consider whether to proceed with some kind of action for damages from you, and believe me it would be very easy to set out the grounds for such an action.” He was silent and looked straight ahead as if waiting for something. And indeed, his two friends joined in with the words: “And we also give immediate notice.” With that, he took hold of the door handle and slammed the door. Gregor’s father staggered back to his seat, feeling his way with his"
496,c,"immobile. “We have to try and get rid of it”, said Gregor’s sister, now speaking only to her father, as her mother was too occupied with coughing to listen, “it’ll be the death of both of you, I can see it coming. We can’t all work as hard as we have to and then come home to be tortured like this, we can’t endure it. I can’t endure it any more.” And she broke out so heavily in tears that they flowed down the face of her mother, and she wiped them away with mechanical hand movements. “My child”, said"
497,c,"himself up; but instead of them he only had all those little legs continuously moving in different directions, and which he was moreover unable to control. If he wanted to bend one of them, then that was the first one that would stretch itself out; and if he finally managed to do what he wanted with that leg, all the others seemed to be set free and would move about painfully. “This is something that can’t be done in bed”, Gregor said to himself, “so don’t keep trying to do it”. The first thing he wanted to do was get"
498,c,"to wait until midday before his sister came back and she seemed much more uneasy than usual. It made him realise that she still found his appearance unbearable and would continue to do so, she probably even had to overcome the urge to flee when she saw the little bit of him that protruded from under the couch. One day, in order to spare her even this sight, he spent four hours carrying the bedsheet over to the couch on his back and arranged it so that he was completely covered and his sister would not be able to see"
499,c,"representative almost overnight, bringing with it the chance to earn money in quite different ways. Gregor converted his success at work straight into cash that he could lay on the table at home for the benefit of his astonished and delighted family. They had been good times and they had never come again, at least not with the same splendour, even though Gregor had later earned so much that he was in a position to bear the costs of the whole family, and did bear them. They had even got used to it, both Gregor and the family, they took"
500,c,"chance. Gregor also refrained, this time, from spying out from under the sheet; he gave up the chance to see his mother until later and was simply glad that she had come. “You can come in, he can’t be seen”, said his sister, obviously leading her in by the hand. The old chest of drawers was too heavy for a pair of feeble women to be heaving about, but Gregor listened as they pushed it from its place, his sister always taking on the heaviest part of the work for herself and ignoring her mother’s warnings that she would strain"
501,c,"backwards and was only able to go very slowly. If Gregor had only been allowed to turn round he would have been back in his room straight away, but he was afraid that if he took the time to do that his father would become impatient, and there was the threat of a lethal blow to his back or head from the stick in his father’s hand any moment. Eventually, though, Gregor realised that he had no choice as he saw, to his disgust, that he was quite incapable of going backwards in a straight line; so he began, as"
502,c,"day with this running about and noise making; he would stay under the couch shivering the whole while, knowing full well that she would certainly have liked to spare him this ordeal, but it was impossible for her to be in the same room with him with the windows closed. One day, about a month after Gregor’s transformation when his sister no longer had any particular reason to be shocked at his appearance, she came into the room a little earlier than usual and found him still staring out the window, motionless, and just where he would be most horrible."
503,c,"clear whether it was his father’s behaviour that annoyed them or the dawning realisation that they had had a neighbour like Gregor in the next room without knowing it. They asked Gregor’s father for explanations, raised their arms like he had, tugged excitedly at their beards and moved back towards their room only very slowly. Meanwhile Gregor’s sister had overcome the despair she had fallen into when her playing was suddenly interrupted. She had let her hands drop and let violin and bow hang limply for a while but continued to look at the music as if still playing, but"
504,c,"his fists as if wanting to knock Gregor back into his room. Then he looked uncertainly round the living room, covered his eyes with his hands and wept so that his powerful chest shook. So Gregor did not go into the room, but leant against the inside of the other door which was still held bolted in place. In this way only half of his body could be seen, along with his head above it which he leant over to one side as he peered out at the others. Meanwhile the day had become much lighter; part of the endless,"
505,c,"from the office, so that we can very easily fall victim to gossip and chance and groundless complaints, and it’s almost impossible to defend yourself from that sort of thing, we don’t usually even hear about them, or if at all it’s when we arrive back home exhausted from a trip, and that’s when we feel the harmful effects of what’s been going on without even knowing what caused them. Please, don’t go away, at least first say something to show that you grant that I’m at least partly right!” But the chief clerk had turned away as soon as"
506,c,"the others didn’t know what was happening, they were worried, that would excuse their behaviour. The chief clerk now raised his voice, “Mr. Samsa”, he called to him, “what is wrong? You barricade yourself in your room, give us no more than yes or no for an answer, you are causing serious and unnecessary concern to your parents and you fail—and I mention this just by the way—you fail to carry out your business duties in a way that is quite unheard of. I’m speaking here on behalf of your parents and of your employer, and really must request a"
507,c,"turning, ignoring the fact that he must have been causing some kind of damage as a brown fluid came from his mouth, flowed over the key and dripped onto the floor. “Listen”, said the chief clerk in the next room, “he’s turning the key.” Gregor was greatly encouraged by this; but they all should have been calling to him, his father and his mother too: “Well done, Gregor”, they should have cried, “keep at it, keep hold of the lock!” And with the idea that they were all excitedly following his efforts, he bit on the key with all his"
508,c,"lived in Charlottenstrasse, which was a quiet street despite being in the middle of the city, he could have thought that he was looking out the window at a barren waste where the grey sky and the grey earth mingled inseparably. His observant sister only needed to notice the chair twice before she would always push it back to its exact position by the window after she had tidied up the room, and even left the inner pane of the window open from then on. If Gregor had only been able to speak to his sister and thank her for"
509,c,"The maid, of course, had locked herself in her kitchen so that Grete would have to go and answer it. His father had arrived home. “What’s happened?” were his first words; Grete’s appearance must have made everything clear to him. She answered him with subdued voice, and openly pressed her face into his chest: “Mother’s fainted, but she’s better now. Gregor got out.” “Just as I expected”, said his father, “just as I always said, but you women wouldn’t listen, would you.” It was clear to Gregor that Grete had not said enough and that his father took it to"
510,c,"thought that he could understand them, so he had to be content to hear his sister’s sighs and appeals to the saints as she moved about his room. It was only later, when she had become a little more used to everything—there was, of course, no question of her ever becoming fully used to the situation—that Gregor would sometimes catch a friendly comment, or at least a comment that could be construed as friendly. “He’s enjoyed his dinner today”, she might say when he had diligently cleared away all the food left for him, or if he left most of"
511,c,"did not forget to remind himself that calm consideration was much better than rushing to desperate conclusions. At times like this he would direct his eyes to the window and look out as clearly as he could, but unfortunately, even the other side of the narrow street was enveloped in morning fog and the view had little confidence or cheer to offer him. “Seven o’clock, already”, he said to himself when the clock struck again, “seven o’clock, and there’s still a fog like this.” And he lay there quietly a while longer, breathing lightly as if he perhaps expected the"
512,c,"to hold onto, landed on his numerous little legs. Hardly had that happened than, for the first time that day, he began to feel alright with his body; the little legs had the solid ground under them; to his pleasure, they did exactly as he told them; they were even making the effort to carry him where he wanted to go; and he was soon believing that all his sorrows would soon be finally at an end. He held back the urge to move but swayed from side to side as he crouched there on the floor. His mother was"
513,c,"for so long. The food came out again just the same as when it went in”. Gregor’s body was indeed completely dried up and flat, they had not seen it until then, but now he was not lifted up on his little legs, nor did he do anything to make them look away. “Grete, come with us in here for a little while”, said Mrs. Samsa with a pained smile, and Grete followed her parents into the bedroom but not without looking back at the body. The cleaner shut the door and opened the window wide. Although it was still"
514,c,"to his father, stopped when his father stopped, scurried forwards again when he moved, even slightly. In this way they went round the room several times without anything decisive happening, without even giving the impression of a chase as everything went so slowly. Gregor remained all this time on the floor, largely because he feared his father might see it as especially provoking if he fled onto the wall or ceiling. Whatever he did, Gregor had to admit that he certainly would not be able to keep up this running about for long, as for each step his father took"
515,c,"sister liked the new arrangement. For the first fourteen days, Gregor’s parents could not bring themselves to come into the room to see him. He would often hear them say how they appreciated all the new work his sister was doing even though, before, they had seen her as a girl who was somewhat useless and frequently been annoyed with her. But now the two of them, father and mother, would often both wait outside the door of Gregor’s room while his sister tidied up in there, and as soon as she went out again she would have to tell"
516,c,"in gruff reply to this question, the chief clerk’s firm footsteps in his highly polished boots could now be heard in the adjoining room. From the room on his right, Gregor’s sister whispered to him to let him know: “Gregor, the chief clerk is here.” “Yes, I know”, said Gregor to himself; but without daring to raise his voice loud enough for his sister to hear him. “Gregor”, said his father now from the room to his left, “the chief clerk has come round and wants to know why you didn’t leave on the early train. We don’t know what"
517,c,"again with the broom, indifferent as to whether it had been eaten or—more often than not—had been left totally untouched. She still cleared up the room in the evening, but now she could not have been any quicker about it. Smears of dirt were left on the walls, here and there were little balls of dust and filth. At first, Gregor went into one of the worst of these places when his sister arrived as a reproach to her, but he could have stayed there for weeks without his sister doing anything about it; she could see the dirt as"
518,c,"Gregor slowly and thoughtfully, but without moving so that he would not miss any word of the conversation. “Well I can’t think of any other way of explaining it, Mrs. Samsa”, said the chief clerk, “I hope it’s nothing serious. But on the other hand, I must say that if we people in commerce ever become slightly unwell then, fortunately or unfortunately as you like, we simply have to overcome it because of business considerations.” “Can the chief clerk come in to see you now then?”, asked his father impatiently, knocking at the door again. “No”, said Gregor. In the"
519,c,"himself upright. He really did want to open the door, really did want to let them see him and to speak with the chief clerk; the others were being so insistent, and he was curious to learn what they would say when they caught sight of him. If they were shocked then it would no longer be Gregor’s responsibility and he could rest. If, however, they took everything calmly he would still have no reason to be upset, and if he hurried he really could be at the station for eight o’clock. The first few times he tried to climb"
520,c,"they had hoped for, that several items of jewellery belonging to the family had been sold, even though both mother and sister had been very fond of wearing them at functions and celebrations. But the loudest complaint was that although the flat was much too big for their present circumstances, they could not move out of it, there was no imaginable way of transferring Gregor to the new address. He could see quite well, though, that there were more reasons than consideration for him that made it difficult for them to move, it would have been quite easy to transport"
521,c,"the evenings; who was hardly even able to stand up but, as a sign of his pleasure, would just raise his arms and who, on the couple of times a year when they went for a walk together on a Sunday or public holiday wrapped up tightly in his overcoat between Gregor and his mother, would always labour his way forward a little more slowly than them, who were already walking slowly for his sake; who would place his stick down carefully and, if he wanted to say something would invariably stop and gather his companions around him. He was"
522,c,"chief clerk exclaim a loud “Oh!”, which sounded like the soughing of the wind. Now he also saw him—he was the nearest to the door—his hand pressed against his open mouth and slowly retreating as if driven by a steady and invisible force. Gregor’s mother, her hair still dishevelled from bed despite the chief clerk’s being there, looked at his father. Then she unfolded her arms, took two steps forward towards Gregor and sank down onto the floor into her skirts that spread themselves out around her as her head disappeared down onto her breast. His father looked hostile, and"
523,c,"up with her arms outstretched and her fingers spread shouting: “Help, for pity’s sake, Help!” The way she held her head suggested she wanted to see Gregor better, but the unthinking way she was hurrying backwards showed that she did not; she had forgotten that the table was behind her with all the breakfast things on it; when she reached the table she sat quickly down on it without knowing what she was doing; without even seeming to notice that the coffee pot had been knocked over and a gush of coffee was pouring down onto the carpet. “Mother, mother”,"
524,c,"time was spent in worries and vague hopes which, however, always led to the same conclusion: for the time being he must remain calm, he must show patience and the greatest consideration so that his family could bear the unpleasantness that he, in his present condition, was forced to impose on them. Gregor soon had the opportunity to test the strength of his decisions, as early the next morning, almost before the night had ended, his sister, nearly fully dressed, opened the door from the front room and looked anxiously in. She did not see him straight away, but when"
525,c,"At first, he stood there still, looking at the ground as if the contents of his head were rearranging themselves into new positions. “Alright, we’ll go then”, he said, and looked up at Mr. Samsa as if he had been suddenly overcome with humility and wanted permission again from Mr. Samsa for his decision. Mr. Samsa merely opened his eyes wide and briefly nodded to him several times. At that, and without delay, the man actually did take long strides into the front hallway; his two friends had stopped rubbing their hands some time before and had been listening to"
526,c,"“I’m ready, now”, making an effort to remove all the strangeness from his voice by enunciating very carefully and putting long pauses between each, individual word. His father went back to his breakfast, but his sister whispered: “Gregor, open the door, I beg of you.” Gregor, however, had no thought of opening the door, and instead congratulated himself for his cautious habit, acquired from his travelling, of locking all doors at night even when he was at home. The first thing he wanted to do was to get up in peace without being disturbed, to get dressed, and most of"
527,c,"still dishevelled from bed despite the chief clerk’s being there, looked at his father. Then she unfolded her arms, took two steps forward towards Gregor and sank down onto the floor into her skirts that spread themselves out around her as her head disappeared down onto her breast. His father looked hostile, and clenched his fists as if wanting to knock Gregor back into his room. Then he looked uncertainly round the living room, covered his eyes with his hands and wept so that his powerful chest shook. So Gregor did not go into the room, but leant against the"
528,c,"before; a dry roll and some bread spread with butter and salt. As well as all that she had poured some water into the dish, which had probably been permanently set aside for Gregor’s use, and placed it beside them. Then, out of consideration for Gregor’s feelings, as she knew that he would not eat in front of her, she hurried out again and even turned the key in the lock so that Gregor would know he could make things as comfortable for himself as he liked. Gregor’s little legs whirred, at last he could eat. What’s more, his injuries"
529,c,"what it looked like; it turned out to be too hard to move; it went so slowly; and finally, almost in a frenzy, when he carelessly shoved himself forwards with all the force he could gather, he chose the wrong direction, hit hard against the lower bedpost, and learned from the burning pain he felt that the lower part of his body might well, at present, be the most sensitive. So then he tried to get the top part of his body out of the bed first, carefully turning his head to the side. This he managed quite easily, and"
530,c,"Samsa. The charwoman stood in the doorway with a smile on her face as if she had some tremendous good news to report, but would only do it if she was clearly asked to. The almost vertical little ostrich feather on her hat, which had been a source of irritation to Mr. Samsa all the time she had been working for them, swayed gently in all directions. “What is it you want then?”, asked Mrs. Samsa, whom the cleaner had the most respect for. “Yes”, she answered, and broke into a friendly laugh that made her unable to speak straight"
531,c,"beside himself and forgetting all else in the excitement, “I’ll open up immediately, just a moment. I’m slightly unwell, an attack of dizziness, I haven’t been able to get up. I’m still in bed now. I’m quite fresh again now, though. I’m just getting out of bed. Just a moment. Be patient! It’s not quite as easy as I’d thought. I’m quite alright now, though. It’s shocking, what can suddenly happen to a person! I was quite alright last night, my parents know about it, perhaps better than me, I had a small symptom of it last night already. They"
532,c,"had still hurt the day before yesterday. “Am I less sensitive than I used to be, then?”, he thought, and was already sucking greedily at the cheese which had immediately, almost compellingly, attracted him much more than the other foods on the newspaper. Quickly one after another, his eyes watering with pleasure, he consumed the cheese, the vegetables and the sauce; the fresh foods, on the other hand, he didn’t like at all, and even dragged the things he did want to eat a little way away from them because he couldn’t stand the smell. Long after he had finished"
533,c,"found where the itch was, and saw that it was covered with lots of little white spots which he didn’t know what to make of; and when he tried to feel the place with one of his legs he drew it quickly back because as soon as he touched it he was overcome by a cold shudder. He slid back into his former position. “Getting up early all the time”, he thought, “it makes you stupid. You’ve got to get enough sleep. Other travelling salesmen live a life of luxury. For instance, whenever I go back to the guest house"
534,c,"little he could see his brown belly, slightly domed and divided by arches into stiff sections. The bedding was hardly able to cover it and seemed ready to slide off any moment. His many legs, pitifully thin compared with the size of the rest of him, waved about helplessly as he looked. “What’s happened to me?” he thought. It wasn’t a dream. His room, a proper human room although a little too small, lay peacefully between its four familiar walls. A collection of textile samples lay spread out on the table—Samsa was a travelling salesman—and above it there hung a"
535,c,"come in, he can’t be seen”, said his sister, obviously leading her in by the hand. The old chest of drawers was too heavy for a pair of feeble women to be heaving about, but Gregor listened as they pushed it from its place, his sister always taking on the heaviest part of the work for herself and ignoring her mother’s warnings that she would strain herself. This lasted a very long time. After labouring at it for fifteen minutes or more his mother said it would be better to leave the chest where it was, for one thing it"
536,c,"so that she would not look round and said, albeit hurriedly and with a tremor in her voice: “Come on, let’s go back in the living room for a while?” Gregor could see what Grete had in mind, she wanted to take her mother somewhere safe and then chase him down from the wall. Well, she could certainly try it! He sat unyielding on his picture. He would rather jump at Grete’s face. But Grete’s words had made her mother quite worried, she stepped to one side, saw the enormous brown patch against the flowers of the wallpaper, and before"
537,c,"more quickly moving toward. Under his sister’s experienced hand, the pillows and covers on the beds flew up and were put into order and she had already finished making the beds and slipped out again before the three gentlemen had reached the room. Gregor’s father seemed so obsessed with what he was doing that he forgot all the respect he owed to his tenants. He urged them and pressed them until, when he was already at the door of the room, the middle of the three gentlemen shouted like thunder and stamped his foot and thereby brought Gregor’s father to"
538,c,"going to get rid of it. That’s all been sorted out.” Mrs. Samsa and Grete bent down over their letters as if intent on continuing with what they were writing; Mr. Samsa saw that the cleaner wanted to start describing everything in detail but, with outstretched hand, he made it quite clear that she was not to. So, as she was prevented from telling them all about it, she suddenly remembered what a hurry she was in and, clearly peeved, called out “Cheerio then, everyone”, turned round sharply and left, slamming the door terribly as she went. “Tonight she gets"
539,c,"end? That was something that Gregor did not want to think about too much, so he started to move about, crawling up and down the room. Once during that long evening, the door on one side of the room was opened very slightly and hurriedly closed again; later on the door on the other side did the same; it seemed that someone needed to enter the room but thought better of it. Gregor went and waited immediately by the door, resolved either to bring the timorous visitor into the room in some way or at least to find out who"
540,c,"she could certainly try it! He sat unyielding on his picture. He would rather jump at Grete’s face. But Grete’s words had made her mother quite worried, she stepped to one side, saw the enormous brown patch against the flowers of the wallpaper, and before she even realised it was Gregor that she saw screamed: “Oh God, oh God!” Arms outstretched, she fell onto the couch as if she had given up everything and stayed there immobile. “Gregor!” shouted his sister, glowering at him and shaking her fist. That was the first word she had spoken to him directly since"
541,c,"of the lock!” And with the idea that they were all excitedly following his efforts, he bit on the key with all his strength, paying no attention to the pain he was causing himself. As the key turned round he turned around the lock with it, only holding himself upright with his mouth, and hung onto the key or pushed it down again with the whole weight of his body as needed. The clear sound of the lock as it snapped back was Gregor’s sign that he could break his concentration, and as he regained his breath he said to"
542,c,"in self confidence. During the five years that he had not been working—the first holiday in a life that had been full of strain and no success—he had put on a lot of weight and become very slow and clumsy. Would Gregor’s elderly mother now have to go and earn money? She suffered from asthma and it was a strain for her just to move about the home, every other day would be spent struggling for breath on the sofa by the open window. Would his sister have to go and earn money? She was still a child of seventeen,"
543,c,"the two of them, father and mother, would often both wait outside the door of Gregor’s room while his sister tidied up in there, and as soon as she went out again she would have to tell them exactly how everything looked, what Gregor had eaten, how he had behaved this time and whether, perhaps, any slight improvement could be seen. His mother also wanted to go in and visit Gregor relatively soon but his father and sister at first persuaded her against it. Gregor listened very closely to all this, and approved fully. Later, though, she had to be"
544,c,"of the couch, and watched her. Would she notice that he had left the milk as it was, realise that it was not from any lack of hunger and bring him in some other food that was more suitable? If she didn’t do it herself he would rather go hungry than draw her attention to it, although he did feel a terrible urge to rush forward from under the couch, throw himself at his sister’s feet and beg her for something good to eat. However, his sister noticed the full dish immediately and looked at it and the few drops"
545,c,"something that she would be able to do by herself; she did not dare to ask for help from her father; the sixteen year old maid had carried on bravely since the cook had left but she certainly would not have helped in this, she had even asked to be allowed to keep the kitchen locked at all times and never to have to open the door unless it was especially important; so his sister had no choice but to choose some time when Gregor’s father was not there and fetch his mother to help her. As she approached the"
546,c,"kicked out on the spot. But who knows, maybe that would be the best thing for me. If I didn’t have my parents to think about I’d have given in my notice a long time ago, I’d have gone up to the boss and told him just what I think, tell him everything I would, let him know just what I feel. He’d fall right off his desk! And it’s a funny sort of business to be sitting up there at your desk, talking down at your subordinates from up there, especially when you have to go right up close"
547,c,"urge to flee when she saw the little bit of him that protruded from under the couch. One day, in order to spare her even this sight, he spent four hours carrying the bedsheet over to the couch on his back and arranged it so that he was completely covered and his sister would not be able to see him even if she bent down. If she did not think this sheet was necessary then all she had to do was take it off again, as it was clear enough that it was no pleasure for Gregor to cut himself"
548,c,"so Gregor hurried backwards to the far end of the couch. In his startlement, though, he was not able to prevent the sheet at its front from moving a little. It was enough to attract his mother’s attention. She stood very still, remained there a moment, and then went back out to Grete. Gregor kept trying to assure himself that nothing unusual was happening, it was just a few pieces of furniture being moved after all, but he soon had to admit that the women going to and fro, their little calls to each other, the scraping of the furniture"
549,c,"all the doors were locked? Despite all the difficulty he was in, he could not suppress a smile at this thought. After a while he had already moved so far across that it would have been hard for him to keep his balance if he rocked too hard. The time was now ten past seven and he would have to make a final decision very soon. Then there was a ring at the door of the flat. “That’ll be someone from work”, he said to himself, and froze very still, although his little legs only became all the more lively"
550,c,"this evening it began to be heard from the kitchen. The three gentlemen had already finished their meal, the one in the middle had produced a newspaper, given a page to each of the others, and now they leant back in their chairs reading them and smoking. When the violin began playing they became attentive, stood up and went on tip-toe over to the door of the hallway where they stood pressed against each other. Someone must have heard them in the kitchen, as Gregor’s father called out: “Is the playing perhaps unpleasant for the gentlemen? We can stop it"
551,c,"better position later on. Sometimes his father would wake up and say to Gregor’s mother “you’re doing so much sewing again today!”, as if he did not know that he had been dozing—and then he would go back to sleep again while mother and sister would exchange a tired grin. With a kind of stubbornness, Gregor’s father refused to take his uniform off even at home; while his nightgown hung unused on its peg Gregor’s father would slumber where he was, fully dressed, as if always ready to serve and expecting to hear the voice of his superior even here."
552,c,"rest. No-one was making him rush any more, everything was left up to him. As soon as he had finally finished turning round he began to move straight ahead. He was amazed at the great distance that separated him from his room, and could not understand how he had covered that distance in his weak state a little while before and almost without noticing it. He concentrated on crawling as fast as he could and hardly noticed that there was not a word, not any cry, from his family to distract him. He did not turn his head until he"
553,c,"his mother, who, because of him, might be near to death; he could not open the door if he did not want to chase his sister away, and she had to stay with his mother; there was nothing for him to do but wait; and, oppressed with anxiety and self-reproach, he began to crawl about, he crawled over everything, walls, furniture, ceiling, and finally in his confusion as the whole room began to spin around him he fell down into the middle of the dinner table. He lay there for a while, numb and immobile, all around him it was"
554,c,"going backwards in a straight line; so he began, as quickly as possible and with frequent anxious glances at his father, to turn himself round. It went very slowly, but perhaps his father was able to see his good intentions as he did nothing to hinder him, in fact now and then he used the tip of his stick to give directions from a distance as to which way to turn. If only his father would stop that unbearable hissing! It was making Gregor quite confused. When he had nearly finished turning round, still listening to that hissing, he made"
555,c,"swore emphatically not to tell anyone the slightest about what had happened, even though no-one had asked that of her. Now Gregor’s sister also had to help his mother with the cooking; although that was not so much bother as no-one ate very much. Gregor often heard how one of them would unsuccessfully urge another to eat, and receive no more answer than “no thanks, I’ve had enough” or something similar. No-one drank very much either. His sister would sometimes ask his father whether he would like a beer, hoping for the chance to go and fetch it herself. When"
556,c,"to bear it; but as it was it caused him pain. His sister, naturally, tried as far as possible to pretend there was nothing burdensome about it, and the longer it went on, of course, the better she was able to do so, but as time went by Gregor was also able to see through it all so much better. It had even become very unpleasant for him, now, whenever she entered the room. No sooner had she come in than she would quickly close the door as a precaution so that no-one would have to suffer the view into"
557,c,"now, without even taking the time for careful aim, threw one apple after another. These little, red apples rolled about on the floor, knocking into each other as if they had electric motors. An apple thrown without much force glanced against Gregor’s back and slid off without doing any harm. Another one however, immediately following it, hit squarely and lodged in his back; Gregor wanted to drag himself away, as if he could remove the surprising, the incredible pain by changing his position; but he felt as if nailed to the spot and spread himself out, all his senses in"
558,c,"idea that Gregor should be got back into his room as quickly as possible. Nor would he ever have allowed Gregor the time to get himself upright as preparation for getting through the doorway. What he did, making more noise than ever, was to drive Gregor forwards all the harder as if there had been nothing in the way; it sounded to Gregor as if there was now more than one father behind him; it was not a pleasant experience, and Gregor pushed himself into the doorway without regard for what might happen. One side of his body lifted itself,"
559,c,"parents, who had never rented a room out before and therefore showed an exaggerated courtesy towards the three gentlemen, did not even dare to sit on their own chairs; his father leant against the door with his right hand pushed in between two buttons on his uniform coat; his mother, though, was offered a seat by one of the gentlemen and sat—leaving the chair where the gentleman happened to have placed it—out of the way in a corner. His sister began to play; father and mother paid close attention, one on each side, to the movements of her hands. Drawn"
560,c,"moved about his room. It was only later, when she had become a little more used to everything—there was, of course, no question of her ever becoming fully used to the situation—that Gregor would sometimes catch a friendly comment, or at least a comment that could be construed as friendly. “He’s enjoyed his dinner today”, she might say when he had diligently cleared away all the food left for him, or if he left most of it, which slowly became more and more frequent, she would often say, sadly, “now everything’s just been left there again”. Although Gregor wasn’t able"
561,c,"could please him but would hurriedly push some food or other into his room with her foot before she rushed out to work in the morning and at midday, and in the evening she would sweep it away again with the broom, indifferent as to whether it had been eaten or—more often than not—had been left totally untouched. She still cleared up the room in the evening, but now she could not have been any quicker about it. Smears of dirt were left on the walls, here and there were little balls of dust and filth. At first, Gregor went"
562,c,"again; they must have left it open; people often do in homes where something awful has happened. Gregor, in contrast, had become much calmer. So they couldn’t understand his words any more, although they seemed clear enough to him, clearer than before—perhaps his ears had become used to the sound. They had realised, though, that there was something wrong with him, and were ready to help. The first response to his situation had been confident and wise, and that made him feel better. He felt that he had been drawn back in among people, and from the doctor and the"
563,c,"uncomfortable but peaceful. As soon as it struck ten, Gregor’s mother would speak gently to his father to wake him and try to persuade him to go to bed, as he couldn’t sleep properly where he was and he really had to get his sleep if he was to be up at six to get to work. But since he had been in work he had become more obstinate and would always insist on staying longer at the table, even though he regularly fell asleep and it was then harder than ever to persuade him to exchange the chair for"
564,c,"was his mother—“it’s quarter to seven. Didn’t you want to go somewhere?” That gentle voice! Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before. As if from deep inside him, there was a painful and uncontrollable squeaking mixed in with it, the words could be made out at first but then there was a sort of echo which made them unclear, leaving the hearer unsure whether he had heard properly or not. Gregor had wanted to give a full answer and explain everything, but in the circumstances"
565,c,"once to hiss and spit at the attackers; his sister should not be forced to stay with him, though, but stay of her own free will; she would sit beside him on the couch with her ear bent down to him while he told her how he had always intended to send her to the conservatory, how he would have told everyone about it last Christmas—had Christmas really come and gone already?—if this misfortune hadn’t got in the way, and refuse to let anyone dissuade him from it. On hearing all this, his sister would break out in tears of"
